"last_name, first_name","player_id","year","player_age","pa","single","double","triple","home_run","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_intent_walk","b_sac_fly","woba"
"Sosa, Edmundo",624641,2021,25,326,60,8,4,6,17,19.3,5.2,".271",".389",".346","0.735","0.118",".326","2","2",".322"
"Tsutsugo, Yoshi",660294,2022,30,193,23,4,0,2,19,25.9,9.8,".171",".229",".249","0.478","0.058",".221","0","4",".221"
"Park, Hoy",660829,2022,26,60,7,2,0,2,4,25,6.7,".216",".373",".276","0.649","0.157",".250","0","2",".282"
"Aguilar, Jesús",542583,2020,30,216,34,10,0,8,23,18.5,10.6,".277",".457",".352","0.809","0.180",".306","0","4",".347"
"Smith, Will",669257,2022,27,578,79,26,3,24,56,16.6,9.7,".260",".465",".343","0.808","0.205",".276","4","4",".349"
"Ramírez, José",608070,2022,29,685,90,44,5,29,69,12,10.1,".280",".514",".355","0.869","0.234",".279","20","9",".363"
"Miranda, Jose",669304,2022,24,483,79,25,0,15,28,18.8,5.8,".268",".426",".325","0.751","0.158",".307","0","1",".329"
"Gurriel Jr., Yuli",493329,2020,36,230,30,12,1,6,12,11.7,5.2,".232",".384",".274","0.658","0.152",".235","0","5",".281"
"Turner, Justin",457759,2020,35,175,32,9,1,4,18,14.9,10.3,".307",".460",".400","0.860","0.153",".347","0","1",".376"
"Anderson, Tim",641313,2022,29,351,81,13,0,6,14,15.7,4,".301",".395",".339","0.734","0.094",".347","1","0",".323"
"LeMahieu, DJ",518934,2021,32,679,125,24,1,10,73,13.8,10.8,".268",".362",".349","0.711","0.094",".301","2","5",".315"
"Joyce, Matt",459964,2021,36,69,2,1,0,2,12,23.2,17.4,".091",".218",".261","0.479","0.127",".079","2","1",".219"
"Nogowski Jr., John",596056,2021,28,143,22,7,0,1,12,15.4,8.4,".233",".310",".301","0.611","0.077",".271","0","1",".273"
"Tejeda, Anderson",660731,2020,22,77,11,4,1,3,2,39,2.6,".253",".453",".273","0.726","0.200",".381","0","0",".306"
"McKinney, Billy",641856,2021,26,300,28,11,3,9,32,26.3,10.7,".192",".358",".280","0.638","0.166",".235","2","2",".277"
"White, Evan",657108,2021,25,104,9,3,0,2,6,29.8,5.8,".144",".237",".202","0.439","0.093",".188","0","0",".197"
"Garcia, Dérmis",660650,2022,24,125,13,6,0,5,8,44,6.4,".207",".388",".264","0.652","0.181",".339","0","0",".285"
"Torkelson, Spencer",679529,2022,22,404,48,16,1,8,37,24.5,9.2,".203",".319",".285","0.604","0.116",".255","0","2",".272"
"Hoerner, Nico",663538,2021,24,170,35,10,0,0,17,14.7,10,".302",".369",".382","0.751","0.067",".360","3","1",".330"
"Astudillo, Willians",553902,2021,29,216,34,8,0,7,3,5.6,1.4,".236",".375",".259","0.634","0.139",".221","0","1",".272"
"Craig, Will",643269,2021,26,65,10,2,0,1,5,33.8,7.7,".217",".300",".277","0.577","0.083",".324","1","0",".251"
"Jansen, Danny",643376,2022,27,248,31,10,0,15,25,17.7,10.1,".260",".516",".339","0.855","0.256",".255","1","5",".364"
"Freeman, Freddie",518692,2022,32,708,129,47,2,21,84,14.4,11.9,".325",".511",".407","0.918","0.186",".359","12","7",".393"
"Valaika, Pat",642162,2021,28,281,39,8,0,5,16,27,5.7,".201",".290",".250","0.540","0.089",".260","0","3",".238"
"Crawford, Brandon",543063,2020,33,193,24,12,0,8,15,24.4,7.8,".256",".465",".326","0.791","0.209",".303","2","2",".334"
"Velazquez, Andrew",623205,2020,25,77,8,1,1,0,10,29.9,13,".159",".206",".274","0.480","0.047",".250","0","0",".231"
"Mejía, Francisco",642336,2022,26,299,42,22,0,6,7,21.7,2.3,".242",".381",".264","0.645","0.139",".292","0","1",".279"
"Meyers, Jake",676694,2022,26,160,25,6,2,1,7,33.8,4.4,".227",".313",".269","0.582","0.086",".344","0","1",".258"
"Aguilar, Jesús",542583,2021,31,510,72,23,0,22,46,18.2,9,".261",".459",".329","0.788","0.198",".279","4","7",".334"
"Mercado, Óscar",640458,2021,26,238,30,11,1,6,21,17.6,8.8,".224",".369",".300","0.669","0.145",".253","0","0",".294"
"Mazeika, Patrick",664850,2022,28,72,8,4,0,1,2,12.5,2.8,".191",".294",".214","0.508","0.103",".207","0","0",".222"
"Cabrera, Miguel",408234,2021,38,526,90,16,0,15,40,22.4,7.6,".256",".386",".316","0.702","0.130",".305","0","9",".305"
"Brown, Seth",664913,2022,29,555,61,26,3,25,51,26.3,9.2,".230",".444",".305","0.749","0.214",".273","3","1",".323"
"Moore, Dylan",664238,2022,29,255,27,11,2,6,34,29.4,13.3,".224",".385",".368","0.753","0.161",".320","2","1",".338"
"Rizzo, Anthony",519203,2020,30,243,28,6,0,11,28,15.6,11.5,".222",".414",".342","0.756","0.192",".218","4","2",".326"
"Henderson, Gunnar",683002,2022,21,132,18,7,1,4,16,25.8,12.1,".259",".440",".348","0.788","0.181",".333","1","0",".343"
"Mondesi, Adalberto",609275,2020,24,233,36,11,3,6,11,30,4.7,".256",".416",".294","0.710","0.160",".350","0","0",".305"
"Cooper, Garrett",643265,2021,30,250,41,10,1,9,30,27.2,12,".284",".465",".380","0.845","0.181",".374","0","1",".367"
"Corbin, Patrick",571578,2021,31,63,7,0,0,0,3,38.1,4.8,".132",".132",".179","0.311","0.000",".241","0","0",".147"
"Garlick, Kyle",664247,2022,30,162,23,3,0,9,8,29.6,4.9,".233",".433",".284","0.717","0.200",".277","0","1",".311"
"Hiura, Keston",669374,2022,25,266,30,8,1,14,23,41.7,8.6,".226",".449",".316","0.765","0.223",".355","0","1",".334"
"Lux, Gavin",666158,2022,24,471,83,20,7,6,47,20.2,10,".276",".399",".346","0.745","0.123",".341","0","3",".328"
"Crawford, J.P.",641487,2021,26,687,123,37,0,9,58,16.6,8.4,".273",".376",".338","0.714","0.103",".320","1","4",".314"
"Swanson, Dansby",621020,2020,26,264,40,15,0,10,22,26.9,8.3,".274",".464",".345","0.809","0.190",".350","0","1",".348"
"Gyorko, Jedd",576397,2020,31,135,17,3,0,9,15,28.1,11.1,".248",".504",".333","0.837","0.256",".278","1","2",".351"
"Díaz, Yandy",650490,2022,30,558,98,33,0,9,78,10.8,14,".296",".423",".401","0.824","0.127",".323","2","1",".366"
"Semien, Marcus",543760,2021,30,724,87,39,2,45,66,20.2,9.1,".265",".538",".334","0.872","0.273",".276","0","3",".368"
"Stefanic, Michael",683021,2022,26,69,10,2,0,0,5,17.4,7.2,".197",".230",".279","0.509","0.033",".245","0","0",".239"
"Inciarte, Ender",542255,2020,29,131,18,2,1,1,12,19.1,9.2,".190",".250",".262","0.512","0.060",".228","0","2",".233"
"Grossman, Robbie",543257,2021,31,671,84,23,3,23,98,23.1,14.6,".239",".415",".357","0.772","0.176",".286","3","6",".337"
"Canha, Mark",592192,2020,31,243,28,12,2,5,37,22.2,15.2,".246",".408",".387","0.795","0.162",".307","1","5",".351"
"Carpenter, Kerry",681481,2022,24,113,15,4,1,6,6,28.3,5.3,".252",".485",".310","0.795","0.233",".303","0","1",".342"
"Akiyama, Shogo",673451,2020,32,183,31,6,1,0,25,18.6,13.7,".245",".297",".357","0.654","0.052",".314","0","0",".304"
"Acuña Jr., Ronald",660670,2021,23,360,40,19,1,24,49,23.6,13.6,".283",".596",".394","0.990","0.313",".311","2","5",".412"
"Castro, Jason",488771,2021,34,179,20,7,0,8,25,30.2,14,".235",".443",".356","0.799","0.208",".310","1","0",".347"
"Ellis, Drew",656403,2021,25,83,6,2,0,1,10,32.5,12,".130",".203",".277","0.480","0.073",".195","1","0",".230"
"Mitchell, Garrett",669003,2022,23,68,14,3,0,2,6,41.2,8.8,".311",".459",".373","0.832","0.148",".548","0","0",".365"
"Bonifacio, Jorge",593528,2020,27,94,14,3,0,2,5,27.7,5.3,".221",".326",".277","0.603","0.105",".288","0","1",".266"
"Crawford, J.P.",641487,2022,27,603,93,24,3,6,68,13.3,11.3,".243",".336",".339","0.675","0.093",".275","0","5",".306"
"Palacios, Richie",680700,2022,25,123,20,6,0,0,9,16.3,7.3,".232",".286",".293","0.579","0.054",".280","1","1",".258"
"Lagares, Juan",501571,2022,33,62,8,2,1,0,2,24.2,3.2,".183",".250",".210","0.460","0.067",".244","0","0",".203"
"McGuire, Reese",624512,2021,26,217,34,15,0,1,15,20.3,6.9,".253",".343",".310","0.653","0.090",".318","0","1",".289"
"Meadows, Austin",640457,2020,25,152,14,8,1,4,17,32.9,11.2,".205",".371",".296","0.667","0.166",".287","0","2",".292"
"McNeil, Jeff",643446,2020,28,209,39,14,0,4,20,11.5,9.6,".311",".454",".383","0.837","0.143",".335","2","3",".360"
"Dietrich, Derek",518618,2020,30,75,6,1,0,5,9,28,12,".197",".459",".347","0.806","0.262",".200","0","0",".351"
"Taylor, Tyrone",621438,2022,28,405,46,21,3,17,22,25.2,5.4,".233",".442",".286","0.728","0.209",".272","0","3",".314"
"Bell, Josh",605137,2021,28,568,78,24,1,27,65,17.8,11.4,".261",".476",".347","0.823","0.215",".276","2","3",".352"
"Evans, Phillip",595943,2021,28,247,34,5,0,5,28,21.5,11.3,".206",".299",".312","0.611","0.093",".250","1","0",".278"
"Hummel, Cooper",669450,2022,27,201,17,8,3,3,23,31.8,11.4,".176",".307",".274","0.581","0.131",".255","0","1",".262"
"Polanco, Gregory",570256,2021,29,382,45,12,2,11,36,27.2,9.4,".208",".354",".283","0.637","0.146",".258","2","8",".275"
"Ibáñez, Andy",628451,2022,29,128,21,4,0,1,9,16.4,7,".218",".277",".273","0.550","0.059",".258","0","0",".249"
"Jay, Jon",445055,2020,35,57,6,1,0,1,3,21.1,5.3,".160",".240",".211","0.451","0.080",".175","0","3",".199"
"Pujols, Albert",405395,2022,42,351,45,14,0,24,28,15.7,8,".270",".550",".345","0.895","0.280",".252","1","6",".380"
"Donaldson, Josh",518626,2021,35,543,61,26,0,26,74,21,13.6,".247",".475",".352","0.827","0.228",".268","2","8",".353"
"Suzuki, Kurt",435559,2022,38,159,17,4,0,4,15,18.2,9.4,".180",".295",".266","0.561","0.115",".194","0","2",".254"
"Gomes, Yan",543228,2022,34,293,45,12,0,8,8,16,2.7,".235",".365",".260","0.625","0.130",".252","0","4",".271"
"Soto, Juan",665742,2020,21,196,27,14,0,13,41,14.3,20.9,".351",".695",".490","1.185","0.344",".363","12","0",".478"
"Escobar, Alcides",444876,2021,34,349,65,21,2,4,17,16,4.9,".288",".404",".340","0.744","0.116",".337","0","2",".325"
"Alonso, Pete",624413,2021,26,637,80,27,3,37,60,19.9,9.4,".262",".519",".344","0.863","0.257",".274","6","4",".363"
"Jiménez, Eloy",650391,2021,24,231,33,10,0,10,16,24.7,6.9,".249",".437",".303","0.740","0.188",".293","0","1",".317"
"Arroyo, Christian",624414,2021,26,181,25,12,0,6,8,24.3,4.4,".262",".445",".324","0.769","0.183",".325","0","0",".332"
"Schwindel, Frank",643524,2021,29,259,44,20,1,14,16,15.8,6.2,".326",".591",".371","0.962","0.265",".348","2","0",".403"
"Hamilton, Billy",571740,2021,30,135,15,8,3,2,4,34.8,3,".220",".378",".242","0.620","0.158",".329","0","1",".262"
"Tucker, Cole",657061,2022,25,63,9,1,1,0,0,39.7,0,".175",".222",".175","0.397","0.047",".289","0","0",".172"
"Luplow, Jordan",656669,2022,28,234,20,5,0,11,25,25.6,10.7,".176",".361",".274","0.635","0.185",".185","1","1",".281"
"Voit III, Luke",572228,2022,31,568,69,22,0,22,55,31.5,9.7,".226",".402",".308","0.710","0.176",".298","1","6",".311"
"Kwan, Steven",680757,2022,24,638,130,25,7,6,62,9.4,9.7,".298",".400",".373","0.773","0.102",".323","2","4",".341"
"Smith, Josh",669701,2022,24,253,35,5,0,2,28,19.8,11.1,".197",".249",".307","0.556","0.052",".244","0","3",".262"
"Taylor, Chris",621035,2021,30,582,80,25,4,20,63,28.7,10.8,".254",".438",".344","0.782","0.184",".337","2","3",".338"
"Cronenworth, Jake",630105,2020,26,192,27,15,3,4,18,15.6,9.4,".285",".477",".354","0.831","0.192",".324","0","1",".356"
"Beaty, Matt",607461,2020,27,54,8,1,0,2,2,25.9,3.7,".220",".360",".278","0.638","0.140",".265","0","0",".280"
"Sierra, Magneuris",642423,2020,24,53,7,3,1,0,5,17,9.4,".250",".364",".333","0.697","0.114",".306","0","1",".307"
"Gamel, Ben",592325,2021,29,400,55,18,3,8,51,26.3,12.8,".247",".388",".347","0.735","0.141",".329","2","4",".322"
"Zunino, Mike",572287,2022,31,123,9,3,0,5,6,37.4,4.9,".148",".304",".195","0.499","0.156",".185","0","1",".219"
"Castro, Harold",605612,2020,26,54,13,4,0,0,5,20.4,9.3,".347",".429",".407","0.836","0.082",".447","0","0",".369"
"India, Jonathan",663697,2022,25,431,68,16,2,10,31,21.8,7.2,".249",".378",".327","0.705","0.129",".305","1","0",".314"
"Mazara, Nomar",608577,2022,27,171,32,8,0,2,10,23.4,5.8,".264",".352",".316","0.668","0.088",".342","0","0",".297"
"Trevino, Jose",624431,2021,28,302,49,14,0,5,12,18.9,4,".239",".340",".267","0.607","0.101",".279","1","3",".261"
"Miller, Owen",680911,2021,24,202,27,8,0,4,9,26.7,4.5,".204",".309",".243","0.552","0.105",".261","0","1",".241"
"Suzuki, Kurt",435559,2021,37,247,35,8,0,6,12,17.8,4.9,".224",".342",".294","0.636","0.118",".250","0","3",".282"
"Yastrzemski, Mike",573262,2020,29,225,29,14,4,10,30,24.4,13.3,".297",".568",".400","0.968","0.271",".370","2","0",".407"
"McCann, James",543510,2021,31,412,64,12,1,10,32,27.9,7.8,".232",".349",".294","0.643","0.117",".304","1","3",".281"
"Edman, Tommy",669242,2021,26,691,113,41,3,11,38,13.7,5.5,".262",".387",".308","0.695","0.125",".291","1","4",".301"
"Hernández, Teoscar",606192,2021,28,595,102,29,0,32,36,24.9,6.1,".296",".524",".346","0.870","0.228",".352","1","2",".369"
"Hays, Austin",669720,2021,25,529,73,26,4,22,28,20.2,5.3,".256",".461",".308","0.769","0.205",".286","0","1",".328"
"Gonzalez, Marwin",503556,2020,31,199,28,4,0,5,17,20.6,8.5,".211",".320",".286","0.606","0.109",".241","0","4",".269"
"Luplow, Jordan",656669,2020,26,92,7,5,1,2,12,20.7,13,".192",".359",".304","0.663","0.167",".224","0","1",".293"
"Laureano, Ramón",657656,2022,27,383,42,18,0,13,25,27.2,6.5,".211",".376",".287","0.663","0.165",".262","0","0",".294"
"O'Neill, Tyler",641933,2022,27,383,50,11,1,14,38,26.9,9.9,".228",".392",".308","0.700","0.164",".277","0","7",".307"
"Davis, Jonathan",641505,2022,30,91,16,1,0,0,14,28.6,15.4,".224",".237",".344","0.581","0.013",".340","0","0",".278"
"Kelly, Carson",608348,2020,25,129,17,5,0,5,6,22.5,4.7,".221",".385",".264","0.649","0.164",".250","0","0",".279"
"Ahmed, Nick",605113,2020,30,217,37,10,1,5,18,21.2,8.3,".266",".402",".327","0.729","0.136",".324","0","0",".318"
"Walker, Christian",572233,2022,31,667,78,25,2,36,69,19.6,10.3,".242",".477",".327","0.804","0.235",".248","2","7",".346"
"Soto, Juan",665742,2022,23,664,73,25,2,27,135,14.5,20.3,".242",".452",".401","0.853","0.210",".249","6","0",".376"
"Andrus, Elvis",462101,2021,32,541,91,25,2,3,31,15,5.7,".243",".320",".294","0.614","0.077",".283","2","4",".270"
"Langeliers, Shea",669127,2022,24,153,14,10,1,6,9,34.6,5.9,".218",".430",".261","0.691","0.212",".294","0","2",".296"
"Mercado, Óscar",640458,2022,27,128,14,6,1,4,5,22.7,3.9,".207",".372",".242","0.614","0.165",".236","0","1",".266"
"Sánchez, Gary",596142,2020,27,178,9,4,0,10,18,36,10.1,".147",".365",".253","0.618","0.218",".159","0","0",".271"
"Segura, Jean",516416,2022,32,387,79,9,0,10,25,15,6.5,".277",".387",".336","0.723","0.110",".307","1","1",".320"
"Adrianza, Ehire",501303,2020,30,101,10,7,0,0,11,22.8,10.9,".191",".270",".287","0.557","0.079",".258","0","0",".257"
"Stallings, Jacob",607732,2021,31,427,63,20,1,8,49,19.9,11.5,".246",".369",".335","0.704","0.123",".297","0","2",".312"
"Votto, Joey",458015,2022,38,376,36,18,1,11,44,25.8,11.7,".205",".370",".319","0.689","0.165",".257","0","0",".310"
"Albies, Ozzie",645277,2021,24,686,86,40,7,30,47,18.7,6.9,".259",".488",".310","0.798","0.229",".278","2","7",".336"
"Márquez, Germán",608566,2021,26,60,8,5,0,1,0,21.7,0,".264",".415",".264","0.679","0.151",".333","0","0",".288"
"McBroom, Ryan",643436,2020,28,85,11,3,0,6,4,35.3,4.7,".247",".506",".282","0.788","0.259",".311","0","0",".330"
"Harrison, Josh",543281,2022,34,425,71,19,2,7,21,16.7,4.9,".256",".370",".317","0.687","0.114",".297","0","2",".305"
"Heredia, Guillermo",628338,2021,30,347,36,26,0,5,32,23.3,9.2,".220",".354",".311","0.665","0.134",".282","3","1",".292"
"Bolt, Skye",621450,2021,27,60,3,1,0,1,1,25,1.7,".088",".158",".103","0.261","0.070",".098","0","0",".113"
"Thomas, Lane",657041,2022,26,548,75,26,2,17,41,24.1,7.5,".241",".404",".301","0.705","0.163",".291","0","5",".308"
"Refsnyder, Rob",608701,2021,30,157,25,7,0,2,17,25.5,10.8,".245",".338",".325","0.663","0.093",".327","0","1",".296"
"Rivera, Emmanuel",656896,2022,26,359,46,16,3,12,23,23.1,6.4,".233",".409",".292","0.701","0.176",".275","0","1",".306"
"Harper, Bryce",547180,2022,29,426,59,28,1,18,46,20.4,10.8,".286",".514",".364","0.878","0.228",".324","9","7",".369"
"Heyward, Jason",518792,2021,31,353,44,15,2,8,27,19.3,7.6,".214",".347",".280","0.627","0.133",".247","1","0",".275"
"Hoskins, Rhys",656555,2022,29,672,80,33,2,30,72,25.1,10.7,".246",".462",".332","0.794","0.216",".292","0","4",".345"
"Harrison, Josh",543281,2021,33,558,98,33,2,8,31,13.4,5.6,".279",".400",".341","0.741","0.121",".313","0","3",".325"
"Zimmer, Bradley",605548,2021,28,348,50,9,1,8,30,35.1,8.6,".227",".344",".325","0.669","0.117",".347","0","4",".300"
"Solak, Nick",669256,2022,27,95,13,1,0,3,7,20,7.4,".207",".329",".309","0.638","0.122",".233","0","0",".291"
"Anderson, Tim",641313,2020,27,221,45,11,1,10,10,22.6,4.5,".322",".529",".357","0.886","0.207",".383","0","1",".376"
"Tapia, Raimel",606132,2021,27,533,99,26,2,6,40,13.1,7.5,".273",".372",".327","0.699","0.099",".306","2","4",".305"
"Duffy, Matt",622110,2021,30,322,66,12,0,5,25,19.6,7.8,".287",".381",".357","0.738","0.094",".351","0","1",".327"
"Pérez, Michael",605421,2022,29,132,12,0,0,6,10,24.2,7.6,".149",".298",".214","0.512","0.149",".145","0","0",".228"
"Vosler, Jason",613564,2022,28,111,15,6,1,4,10,26.1,9,".265",".469",".342","0.811","0.204",".333","1","1",".349"
"Renfroe, Hunter",592669,2022,30,522,68,23,1,29,39,23.2,7.5,".255",".492",".315","0.807","0.237",".281","1","3",".347"
"Rogers, Jake",668670,2021,26,127,13,5,3,6,11,36.2,8.7,".239",".496",".306","0.802","0.257",".344","0","0",".339"
"Upton, Justin",457708,2020,32,166,16,5,0,9,11,25.9,6.6,".204",".422",".289","0.711","0.218",".219","0","1",".307"
"Kipnis, Jason",543401,2020,33,135,15,8,1,3,18,30.4,13.3,".237",".404",".341","0.745","0.167",".333","0","2",".326"
"O'Neill, Tyler",641933,2021,26,537,76,26,2,34,38,31.3,7.1,".286",".560",".352","0.912","0.274",".366","0","4",".384"
"Short, Zack",670097,2021,26,184,12,4,0,6,22,32.1,12,".141",".282",".239","0.521","0.141",".165","1","6",".230"
"Thompson, Trayce",572204,2022,31,255,28,14,1,13,32,36.5,12.5,".256",".507",".353","0.860","0.251",".374","0","2",".370"
"Gonzalez, Romy",663853,2022,25,109,18,4,1,2,2,35.8,1.8,".238",".352",".257","0.609","0.114",".354","0","1",".264"
"Pujols, Albert",405395,2020,40,163,20,8,0,6,9,15.3,5.5,".224",".395",".270","0.665","0.171",".230","1","1",".282"
"Sandoval, Pablo",467055,2020,33,94,16,1,0,1,8,20.2,8.5,".214",".262",".287","0.549","0.048",".262","0","1",".252"
"Grisham, Trent",663757,2022,25,524,48,16,2,17,57,28.6,10.9,".184",".341",".284","0.625","0.157",".231","1","2",".280"
"Smith, Kevin",675656,2022,25,151,13,9,1,2,7,27.8,4.6,".180",".302",".216","0.518","0.122",".237","0","2",".226"
"Dickerson, Corey",572816,2021,32,365,62,18,5,6,25,18.6,6.8,".271",".408",".326","0.734","0.137",".323","1","1",".317"
"Ramírez, José",608070,2020,27,254,30,16,1,17,31,16.9,12.2,".292",".607",".386","0.993","0.315",".294","0","1",".415"
"Stephenson, Tyler",663886,2022,25,183,38,9,0,6,12,25.7,6.6,".319",".482",".372","0.854","0.163",".409","0","2",".370"
"Harris II, Michael",671739,2022,21,441,74,27,3,19,21,24.3,4.8,".297",".514",".339","0.853","0.217",".361","0","0",".368"
"Dyson, Jarrod",502481,2021,36,149,19,7,2,0,10,22.1,6.7,".207",".289",".260","0.549","0.082",".272","0","1",".243"
"Espinal, Santiago",669289,2020,25,66,12,4,0,0,4,24.2,6.1,".267",".333",".308","0.641","0.066",".356","0","1",".282"
"Story, Trevor",596115,2022,29,396,47,22,0,16,32,30.8,8.1,".238",".434",".303","0.737","0.196",".309","4","4",".316"
"Fletcher, David",664058,2021,27,665,132,27,3,2,31,9,4.7,".262",".324",".297","0.621","0.062",".287","1","1",".273"
"Taveras, Leody",665750,2022,23,341,61,14,2,5,21,25.8,6.2,".261",".366",".309","0.675","0.105",".344","0","3",".297"
"Vogelbach, Daniel",596129,2020,27,136,15,3,0,6,20,24.3,14.7,".209",".391",".331","0.722","0.182",".237","1","0",".317"
"Mazara, Nomar",608577,2021,26,181,25,5,2,3,15,24.9,8.3,".212",".321",".276","0.597","0.109",".271","0","1",".264"
"Morel, Christopher",666624,2022,23,425,50,19,4,16,38,32.2,8.9,".235",".433",".308","0.741","0.198",".320","0","2",".322"
"Higgins, P.J.",664731,2022,29,229,28,11,1,6,22,25.3,9.6,".229",".383",".310","0.693","0.154",".290","0","1",".306"
"Marmolejos, José",592530,2021,28,122,9,4,0,4,15,32,12.3,".160",".311",".262","0.573","0.151",".203","0","1",".256"
"Canha, Mark",592192,2021,32,625,77,22,4,17,77,20.5,12.3,".231",".387",".358","0.745","0.156",".274","0","2",".333"
"Ruf, Darin",573131,2022,35,388,45,12,0,11,45,27.1,11.6,".204",".338",".307","0.645","0.134",".258","0","3",".291"
"Realmuto, J.T.",592663,2021,30,537,79,25,4,17,48,24,8.9,".263",".439",".343","0.782","0.176",".325","5","2",".336"
"Grossman, Robbie",543257,2022,32,477,59,19,1,7,56,27,11.7,".209",".311",".310","0.621","0.102",".283","0","4",".283"
"Machado, Manny",592518,2021,28,640,96,31,2,28,63,15.9,9.8,".278",".489",".347","0.836","0.211",".290","10","11",".350"
"Pache, Cristian",665506,2021,22,68,3,3,0,1,2,36.8,2.9,".111",".206",".152","0.358","0.095",".162","0","0",".159"
"Adams, Riley",656180,2021,25,120,11,8,1,2,15,33.3,12.5,".222",".384",".358","0.742","0.162",".351","0","0",".332"
"Díaz, Elias",553869,2021,30,371,46,18,1,18,30,16.2,8.1,".246",".464",".310","0.774","0.218",".249","1","1",".330"
"Newman, Kevin",621028,2021,27,554,87,22,3,5,27,7.4,4.9,".226",".309",".265","0.574","0.083",".236","3","3",".249"
"Santana, Carlos",467793,2020,34,255,26,7,0,8,47,16.9,18.4,".199",".350",".349","0.699","0.151",".212","1","1",".316"
"Madrigal, Nick",663611,2020,23,109,32,3,0,0,4,6.4,3.7,".340",".369",".376","0.745","0.029",".365","0","0",".332"
"Martin, Jason",641829,2021,25,154,21,3,0,6,8,26.6,5.2,".208",".354",".248","0.602","0.146",".245","0","1",".260"
"Arozarena, Randy",668227,2021,26,604,90,32,3,20,56,28.1,9.3,".274",".459",".356","0.815","0.185",".363","4","5",".350"
"DeShields, Delino",592261,2021,28,58,6,5,0,1,9,19,15.5,".255",".426",".375","0.801","0.171",".314","0","0",".352"
"Lowe, Brandon",664040,2021,26,615,62,31,0,39,68,27.2,11.1,".247",".523",".340","0.863","0.276",".280","4","3",".363"
"Meyers, Jake",676694,2021,25,163,24,8,0,6,10,30.7,6.1,".260",".438",".323","0.761","0.178",".352","0","1",".328"
"Anderson, Brian",605119,2021,28,264,42,9,0,7,26,24.6,9.8,".249",".378",".337","0.715","0.129",".317","2","0",".314"
"Encarnación, Edwin",429665,2020,37,181,10,5,0,10,16,29.8,8.8,".157",".377",".250","0.627","0.220",".156","0","1",".272"
"Hernández, César",514917,2020,30,261,43,20,0,3,24,21.8,9.2,".283",".408",".355","0.763","0.125",".364","0","0",".335"
"White, Eli",642201,2020,26,52,7,2,0,0,3,30.8,5.8,".188",".229",".231","0.460","0.041",".273","0","1",".207"
"Grisham, Trent",663757,2020,23,252,33,8,3,10,31,25.4,12.3,".251",".456",".352","0.808","0.205",".310","0","1",".349"
"Haggerty, Sam",664059,2022,28,201,30,9,1,5,18,26.4,9,".256",".403",".335","0.738","0.147",".333","3","2",".320"
"Cooper, Garrett",643265,2022,31,469,64,33,2,9,40,25.4,8.5,".261",".415",".337","0.752","0.154",".340","0","5",".330"
"Shaw, Travis",543768,2021,31,250,24,11,0,9,24,27.2,9.6,".200",".373",".286","0.659","0.173",".243","0","1",".289"
"Barrera, Tres",668663,2021,26,107,18,3,1,2,12,20.6,11.2,".264",".385",".374","0.759","0.121",".328","2","0",".333"
"Alcántara, Sergio",642727,2021,24,255,31,6,3,5,30,29,11.8,".205",".327",".303","0.630","0.122",".280","2","2",".279"
"Hays, Austin",669720,2022,26,582,81,35,2,16,34,19.6,5.8,".250",".413",".306","0.719","0.163",".289","0","3",".314"
"Hampson, Garrett",641658,2020,25,184,27,4,3,5,13,32.6,7.1,".234",".383",".287","0.670","0.149",".330","0","1",".290"
"Goodwin, Brian",571718,2021,30,271,33,10,1,8,33,21.4,12.2,".221",".374",".319","0.693","0.153",".259","0","1",".306"
"Barrero, José",676480,2021,23,56,5,4,1,0,3,30.4,5.4,".200",".320",".286","0.606","0.120",".303","0","0",".271"
"Robles, Victor",645302,2020,23,189,28,5,1,3,9,28,4.8,".220",".315",".293","0.608","0.095",".298","0","2",".273"
"Vogt, Stephen",519390,2021,36,238,27,6,1,7,26,23.5,10.9,".195",".333",".283","0.616","0.138",".230","2","1",".270"
"Biggio, Cavan",624415,2021,26,294,38,10,1,7,37,26.5,12.6,".224",".356",".322","0.678","0.132",".290","2","4",".298"
"Longoria, Evan",446334,2022,36,298,38,13,0,14,27,27.9,9.1,".244",".451",".315","0.766","0.207",".297","2","3",".330"
"Call, Alex",669743,2022,27,131,18,3,1,5,15,22.9,11.5,".237",".412",".336","0.748","0.175",".278","0","0",".332"
"Morton, Charlie",450203,2021,37,62,6,1,0,0,0,50,0,".127",".145",".127","0.272","0.018",".292","0","0",".118"
"Winker, Jesse",608385,2022,28,547,71,15,0,14,84,18.8,15.4,".219",".344",".344","0.688","0.125",".251","1","3",".313"
"Mateo, Jorge",622761,2021,26,209,32,11,1,4,9,26.3,4.3,".247",".376",".293","0.669","0.129",".324","0","1",".291"
"Romine, Austin",519222,2020,31,135,24,5,0,2,4,34.8,3,".238",".323",".259","0.582","0.085",".354","0","1",".253"
"Tucker, Cole",657061,2021,24,131,18,4,2,2,13,25.2,9.9,".222",".342",".298","0.640","0.120",".289","0","1",".282"
"Walker, Christian",572233,2020,29,243,33,18,1,7,19,20.6,7.8,".271",".459",".333","0.792","0.188",".317","0","3",".339"
"Wendle, Joey",621563,2022,32,371,62,24,1,3,15,13.5,4,".259",".360",".297","0.657","0.101",".293","0","3",".289"
